state_ut_name,ac_no,ac_name,sex,age,category,party,symbol,general,postal,total,pct_votes_polled,total_electors,candidate_no,candidate_name
WEST BENGAL,79,PALASHIPARA,MALE,48.0,SC,IND,Helicopter,1688,0,1688,0.83,244867.0,6,RAMESH BARMAN
WEST BENGAL,79,PALASHIPARA,,,,NOTA,NOTA,1649,5,1654,0.81,244867.0,7,NOTA
WEST BENGAL,79,PALASHIPARA,MALE,54.0,GENERAL,IND,Football,916,0,916,0.45,244867.0,8,BIJOY DUTTA
WEST BENGAL,79,PALASHIPARA,MALE,40.0,GENERAL,IND,Bat,300,1,301,0.15,244867.0,9,PANCHANAN MANDAL
TURN OUT,,,,,TOTAL:,,,200785,2600,203385,83.06,,,
WEST BENGAL,80,KALIGANJ,MALE,67.0,GENERAL,AITC,Flowers and Grass,109917,1779,111696,53.35,248358.0,1,NASIRUDDIN AHAMED (LAL)
WEST BENGAL,80,KALIGANJ,MALE,45.0,GENERAL,BJP,Lotus,63629,1080,64709,30.91,248358.0,2,ABHIJIT GHOSH
WEST BENGAL,80,KALIGANJ,MALE,52.0,GENERAL,INC,Hand,24771,305,25076,11.98,248358.0,3,ABUL KASHEM
WEST BENGAL,80,KALIGANJ,,,,NOTA,NOTA,2044,7,2051,0.98,248358.0,4,NOTA
WEST BENGAL,80,KALIGANJ,MALE,26.0,GENERAL,IND,Cauliflower,1683,4,1687,0.81,248358.0,5,ABHIJIT GHOSH
WEST BENGAL,80,KALIGANJ,FEMALE,36.0,SC,BSP,Elephant,1556,11,1567,0.75,248358.0,6,SUJATA MANDAL
WEST BENGAL,80,KALIGANJ,MALE,43.0,GENERAL,BNARP,Ganna Kisan,980,2,982,0.47,248358.0,7,JAYANTA DAS
WEST BENGAL,80,KALIGANJ,MALE,57.0,GENERAL,SUCI,Battery torch,877,2,879,0.42,248358.0,8,MOHIUDDIN MONDAL
WEST BENGAL,80,KALIGANJ,MALE,50.0,GENERAL,IND,Truck,732,0,732,0.35,248358.0,9,KABIL UDDIN SHAIKH
TURN OUT,,,,,TOTAL:,,,206189,3190,209379,84.31,,,
WEST BENGAL,81,NAKASHIPARA,MALE,67.0,GENERAL,AITC,Flowers and Grass,103666,1146,104812,50.01,247691.0,1,KALLOL KHAN
WEST BENGAL,81,NAKASHIPARA,MALE,51.0,GENERAL,BJP,Lotus,82258,1283,83541,39.86,247691.0,2,SANTANU DEY
WEST BENGAL,81,NAKASHIPARA,MALE,51.0,GENERAL,IND,Football,11194,83,11277,5.38,247691.0,3,TANMAY GANGULI
WEST BENGAL,81,NAKASHIPARA,FEMALE,54.0,GENERAL,CPI(M),"Hammer, Sickle and Star",5254,111,5365,2.56,247691.0,4,SUKLA SAHA
WEST BENGAL,81,NAKASHIPARA,,,,NOTA,NOTA,1135,11,1146,0.55,247691.0,5,NOTA
WEST BENGAL,81,NAKASHIPARA,MALE,55.0,SC,BSP,Elephant,1074,6,1080,0.52,247691.0,6,AMAL CHANDRA SARKAR
WEST BENGAL,81,NAKASHIPARA,MALE,65.0,GENERAL,CPI(ML)(L),Flag with Three Stars,1020,3,1023,0.49,247691.0,7,KRISHNAPADA PRAMANIK
WEST BENGAL,81,NAKASHIPARA,MALE,61.0,SC,AMB,Boat with Man and Sail,1003,0,1003,0.48,247691.0,8,SWAPAN MONDAL
WEST BENGAL,81,NAKASHIPARA,MALE,72.0,GENERAL,SUCI,Battery torch,322,1,323,0.15,247691.0,9,KRISHNACHANDRA DEBNATH
TURN OUT,,,,,TOTAL:,,,206926,2644,209570,84.61,,,
WEST BENGAL,82,CHAPRA,MALE,52.0,GENERAL,AITC,Flowers and Grass,73187,679,73866,34.65,248014.0,1,RUKBANUR RAHMAN
WEST BENGAL,82,CHAPRA,MALE,43.0,GENERAL,IND,Football,61063,685,61748,28.97,248014.0,2,JEBER SEKH
WEST BENGAL,82,CHAPRA,MALE,61.0,GENERAL,BJP,Lotus,57380,788,58168,27.29,248014.0,3,KALYAN KUMAR NANDI
WEST BENGAL,82,CHAPRA,MALE,36.0,GENERAL,CPI(M),"Hammer, Sickle and Star",11542,180,11722,5.5,248014.0,4,JAHANGIR BISWAS (RAJU)
WEST BENGAL,82,CHAPRA,MALE,60.0,GENERAL,RSSCMJP,Envelope,3848,17,3865,1.81,248014.0,5,KANCHAN MAITRA
WEST BENGAL,82,CHAPRA,,,,NOTA,NOTA,2016,7,2023,0.95,248014.0,6,NOTA
WEST BENGAL,82,CHAPRA,MALE,25.0,GENERAL,BSP,Elephant,1064,6,1070,0.5,248014.0,7,ROKIBUL HOSSAIN MOLLA
WEST BENGAL,82,CHAPRA,MALE,37.0,GENERAL,SUCI,Battery torch,713,0,713,0.33,248014.0,8,MOZAMMEL HOSSAIN MONDAL
TURN OUT,,,,,TOTAL:,,,210813,2362,213175,85.95,,,
WEST BENGAL,83,KRISHNANAGAR UTTAR,MALE,67.0,GENERAL,BJP,Lotus,107492,1865,109357,54.19,238220.0,1,MUKUL ROY
WEST BENGAL,83,KRISHNANAGAR UTTAR,FEMALE,28.0,GENERAL,AITC,Flowers and Grass,73153,1115,74268,36.8,238220.0,2,KOUSHANI MUKHERJEE
WEST BENGAL,83,KRISHNANAGAR UTTAR,FEMALE,42.0,GENERAL,INC,Hand,11108,299,11407,5.65,238220.0,3,SILVI SAHA
WEST BENGAL,83,KRISHNANAGAR UTTAR,,,,NOTA,NOTA,1823,28,1851,0.92,238220.0,4,NOTA
WEST BENGAL,83,KRISHNANAGAR UTTAR,FEMALE,28.0,GENERAL,PMPT,Batsman,1455,5,1460,0.72,238220.0,5,DIPIKA PRAMANIK
WEST BENGAL,83,KRISHNANAGAR UTTAR,MALE,49.0,SC,IND,Cauliflower,1370,7,1377,0.68,238220.0,6,SADHAN KUMAR MANDAL
WEST BENGAL,83,KRISHNANAGAR UTTAR,MALE,48.0,SC,BSP,Elephant,1344,14,1358,0.67,238220.0,7,ASHOKE CHANDRA DAS
WEST BENGAL,83,KRISHNANAGAR UTTAR,MALE,61.0,GENERAL,SUCI,Battery torch,719,8,727,0.36,238220.0,8,JOYDIP CHAUDHURI
TURN OUT,,,,,TOTAL:,,,198464,3341,201805,84.71,,,
WEST BENGAL,84,NABADWIP,MALE,66.0,GENERAL,AITC,Flowers and Grass,100661,1509,102170,48.52,243159.0,1,PUNDARIKAKSHYA SAHA
WEST BENGAL,84,NABADWIP,MALE,51.0,SC,BJP,Lotus,82626,973,83599,39.7,243159.0,2,SIDHARTHA SHANKAR NASKAR
WEST BENGAL,84,NABADWIP,MALE,36.0,GENERAL,CPI(M),"Hammer, Sickle and Star",18218,322,18540,8.8,243159.0,3,SWARNENDU SINHA
WEST BENGAL,84,NABADWIP,,,,NOTA,NOTA,2331,13,2344,1.11,243159.0,4,NOTA
WEST BENGAL,84,NABADWIP,MALE,65.0,SC,BSP,Elephant,1611,6,1617,0.77,243159.0,5,RAJNATH SARKAR
WEST BENGAL,84,NABADWIP,MALE,39.0,GENERAL,IND,DIAMOND,1177,6,1183,0.56,243159.0,6,SOUMEN SAHA
WEST BENGAL,84,NABADWIP,MALE,26.0,SC,LJP,Bungalow,1131,5,1136,0.54,243159.0,7,RAMKRISHNA HALDER
TURN OUT,,,,,TOTAL:,,,207755,2834,210589,86.61,,,
WEST BENGAL,85,KRISHNANAGAR DAKSHIN,MALE,67.0,GENERAL,AITC,Flowers and Grass,90842,896,91738,46.88,225118.0,1,UJJAL BISWAS
WEST BENGAL,85,KRISHNANAGAR DAKSHIN,MALE,51.0,SC,BJP,Lotus,81609,824,82433,42.13,225118.0,2,MAHADEV SARKAR
WEST BENGAL,85,KRISHNANAGAR DAKSHIN,MALE,45.0,GENERAL,CPI(M),"Hammer, Sickle and Star",15414,192,15606,7.98,225118.0,3,BISWAS SUMIT
WEST BENGAL,85,KRISHNANAGAR DAKSHIN,,,,NOTA,NOTA,2156,9,2165,1.11,225118.0,4,NOTA
WEST BENGAL,85,KRISHNANAGAR DAKSHIN,MALE,45.0,SC,BSP,Elephant,1214,3,1217,0.62,225118.0,5,SWAPAN KUMAR SARKAR
WEST BENGAL,85,KRISHNANAGAR DAKSHIN,MALE,66.0,GENERAL,IND,Cauliflower,1072,4,1076,0.55,225118.0,6,ANANDA MODAK
WEST BENGAL,85,KRISHNANAGAR DAKSHIN,MALE,45.0,GENERAL,CPI(ML)(L),Flag with Three Stars,865,3,868,0.44,225118.0,7,SANTU BHATTACHARYA
WEST BENGAL,85,KRISHNANAGAR DAKSHIN,MALE,28.0,SC,IND,Pineapple,582,0,582,0.3,225118.0,8,DEBASISH MAJHI
TURN OUT,,,,,TOTAL:,,,193754,1931,195685,86.93,,,
WEST BENGAL,86,SANTIPUR,MALE,58.0,SC,BJP,Lotus,108638,1084,109722,49.94,255619.0,1,JAGANNATH SARKAR
WEST BENGAL,86,SANTIPUR,MALE,68.0,GENERAL,AITC,Flowers and Grass,92715,1129,93844,42.72,255619.0,2,AJOY DEY
WEST BENGAL,86,SANTIPUR,MALE,45.0,GENERAL,INC,Hand,9725,123,9848,4.48,255619.0,3,RITZU GHOSAL
WEST BENGAL,86,SANTIPUR,,,,NOTA,NOTA,2364,21,2385,1.09,255619.0,4,NOTA
WEST BENGAL,86,SANTIPUR,MALE,47.0,SC,BSP,Elephant,1288,6,1294,0.59,255619.0,5,PROFULLA KUMAR ROY
WEST BENGAL,86,SANTIPUR,MALE,53.0,SC,PMPT,Batsman,1095,4,1099,0.5,255619.0,6,SUKDEB BISWAS
WEST BENGAL,86,SANTIPUR,MALE,44.0,GENERAL,JASP,Tea Filter,885,7,892,0.41,255619.0,7,SUFAL SARKAR
WEST BENGAL,86,SANTIPUR,MALE,36.0,SC,SUCI,Battery torch,599,9,608,0.28,255619.0,8,NADIA CHAND BISWAS
TURN OUT,,,,,TOTAL:,,,217309,2383,219692,85.95,,,
WEST BENGAL,87,RANAGHAT UTTAR PASCHIM,MALE,67.0,GENERAL,BJP,Lotus,112413,1224,113637,50.91,265846.0,1,PARTHASARATHI CHATTERJEE
WEST BENGAL,87,RANAGHAT UTTAR PASCHIM,MALE,70.0,GENERAL,AITC,Flowers and Grass,89503,1006,90509,40.55,265846.0,2,SANKAR SINGHA
WEST BENGAL,87,RANAGHAT UTTAR PASCHIM,MALE,62.0,GENERAL,INC,Hand,10134,211,10345,4.64,265846.0,3,BIJAYENDU BISWAS (HABU)
WEST BENGAL,87,RANAGHAT UTTAR PASCHIM,,,,NOTA,NOTA,2216,42,2258,1.01,265846.0,4,NOTA
WEST BENGAL,87,RANAGHAT UTTAR PASCHIM,MALE,41.0,SC,BSP,Elephant,1299,13,1312,0.59,265846.0,5,AMAL SARKAR
WEST BENGAL,87,RANAGHAT UTTAR PASCHIM,MALE,32.0,GENERAL,IND,DIAMOND,1157,3,1160,0.52,265846.0,6,RATAN MALAKAR
WEST BENGAL,87,RANAGHAT UTTAR PASCHIM,MALE,74.0,GENERAL,IND,Football,1125,8,1133,0.51,265846.0,7,RABINDRA NATH BISWAS
WEST BENGAL,87,RANAGHAT UTTAR PASCHIM,FEMALE,58.0,GENERAL,IND,Balloon,1064,6,1070,0.48,265846.0,8,ALPANA BANDYOPADHYAY
WEST BENGAL,87,RANAGHAT UTTAR PASCHIM,FEMALE,53.0,GENERAL,SUCI,Battery torch,1062,6,1068,0.48,265846.0,9,APARNA GUHA
WEST BENGAL,87,RANAGHAT UTTAR PASCHIM,MALE,38.0,GENERAL,SP(I),Hat,701,0,701,0.31,265846.0,10,SOURAV CHAKRABORTY
TURN OUT,,,,,TOTAL:,,,220674,2519,223193,83.96,,,
WEST BENGAL,88,KRISHNAGANJ,MALE,54.0,SC,BJP,Lotus,116397,1271,117668,50.73,273728.0,1,ASHIS KUMAR BISWAS
WEST BENGAL,88,KRISHNAGANJ,MALE,49.0,SC,AITC,Flowers and Grass,95406,985,96391,41.56,273728.0,2,DR. TAPAS MANDAL
WEST BENGAL,88,KRISHNAGANJ,FEMALE,30.0,SC,CPI(M),"Hammer, Sickle and Star",10761,152,10913,4.71,273728.0,3,JHUNU BAIDYA
WEST BENGAL,88,KRISHNAGANJ,,,,NOTA,NOTA,2091,8,2099,0.9,273728.0,4,NOTA
WEST BENGAL,88,KRISHNAGANJ,FEMALE,37.0,SC,BSP,Elephant,1781,20,1801,0.78,273728.0,5,DIPALI BISWAS
WEST BENGAL,88,KRISHNAGANJ,MALE,31.0,SC,PMPT,Batsman,1379,1,1380,0.59,273728.0,6,SANAND ADHIKARY
WEST BENGAL,88,KRISHNAGANJ,MALE,49.0,SC,IND,Cauliflower,832,3,835,0.36,273728.0,7,ASHIS BISWAS
WEST BENGAL,88,KRISHNAGANJ,MALE,60.0,SC,SUCI,Battery torch,481,3,484,0.21,273728.0,8,ASIT BARAN BISWAS
WEST BENGAL,88,KRISHNAGANJ,MALE,38.0,SC,NDPOI,Envelope,365,2,367,0.16,273728.0,9,ANUP KUMAR MONDAL
TURN OUT,,,,,TOTAL:,,,229493,2445,231938,84.73,,,
WEST BENGAL,89,RANAGHAT UTTAR PURBA,MALE,45.0,SC,BJP,Lotus,115665,1121,116786,54.39,264929.0,1,ASHIM BISWAS
WEST BENGAL,89,RANAGHAT UTTAR PURBA,MALE,58.0,SC,AITC,Flowers and Grass,84146,858,85004,39.59,264929.0,2,SAMIR KUMAR PODDAR
WEST BENGAL,89,RANAGHAT UTTAR PURBA,MALE,61.0,SC,RSSCMJP,Envelope,5115,89,5204,2.42,264929.0,3,DINESH CHANDRA BISWAS
WEST BENGAL,89,RANAGHAT UTTAR PURBA,,,,NOTA,NOTA,2339,20,2359,1.1,264929.0,4,NOTA
WEST BENGAL,89,RANAGHAT UTTAR PURBA,MALE,41.0,SC,BSP,Elephant,2087,30,2117,0.99,264929.0,5,SANJIT KUMAR MANDAL
WEST BENGAL,89,RANAGHAT UTTAR PURBA,MALE,45.0,SC,IND,Cauliflower,1224,4,1228,0.57,264929.0,6,APURBA LAL ROY
WEST BENGAL,89,RANAGHAT UTTAR PURBA,MALE,39.0,SC,IND,DIAMOND,1060,5,1065,0.5,264929.0,7,KAMAL SARKAR
WEST BENGAL,89,RANAGHAT UTTAR PURBA,MALE,52.0,SC,BMUP,Cot,486,2,488,0.23,264929.0,8,SAMIR KUMAR BISWAS
WEST BENGAL,89,RANAGHAT UTTAR PURBA,MALE,26.0,SC,PMPT,Batsman,482,3,485,0.23,264929.0,9,SWADHIN BISWAS
TURN OUT,,,,,TOTAL:,,,212604,2132,214736,81.05,,,
WEST BENGAL,90,RANAGHAT DAKSHIN,MALE,31.0,SC,BJP,Lotus,118374,886,119260,49.34,285180.0,1,MUKUT MANI ADHIKARI
WEST BENGAL,90,RANAGHAT DAKSHIN,FEMALE,41.0,SC,AITC,Flowers and Grass,101882,863,102745,42.51,285180.0,2,BARNALI DEY ROY
WEST BENGAL,90,RANAGHAT DAKSHIN,FEMALE,61.0,SC,CPI(M),"Hammer, Sickle and Star",14921,203,15124,6.26,285180.0,3,RAMA BISWAS
WEST BENGAL,90,RANAGHAT DAKSHIN,MALE,56.0,SC,BSP,Elephant,1654,12,1666,0.69,285180.0,4,PRASANTA BISWAS
WEST BENGAL,90,RANAGHAT DAKSHIN,,,,NOTA,NOTA,1561,16,1577,0.65,285180.0,5,NOTA
WEST BENGAL,90,RANAGHAT DAKSHIN,MALE,39.0,SC,SUCI,Battery torch,1313,2,1315,0.54,285180.0,6,NANIGOPAL MISTRI
TURN OUT,,,,,TOTAL:,,,239705,1982,241687,84.75,,,
WEST BENGAL,91,CHAKDAHA,MALE,62.0,GENERAL,BJP,Lotus,97955,1413,99368,46.86,245514.0,1,BANKIM CHANDRA GHOSH
WEST BENGAL,91,CHAKDAHA,MALE,42.0,GENERAL,AITC,Flowers and Grass,86105,1583,87688,41.35,245514.0,2,SUBHANKAR SINGHA (JISHU)
WEST BENGAL,91,CHAKDAHA,MALE,57.0,GENERAL,CPI(M),"Hammer, Sickle and Star",17401,411,17812,8.4,245514.0,3,NARAYAN DAS GUPTA
WEST BENGAL,91,CHAKDAHA,MALE,37.0,GENERAL,BNARP,Ganna Kisan,1670,13,1683,0.79,245514.0,4,BIDHAN GHOSH
WEST BENGAL,91,CHAKDAHA,,,,NOTA,NOTA,1475,12,1487,0.7,245514.0,5,NOTA
WEST BENGAL,91,CHAKDAHA,MALE,33.0,GENERAL,IND,Auto- Rickshaw,1362,8,1370,0.65,245514.0,6,TAPAN BISWAS
WEST BENGAL,91,CHAKDAHA,MALE,42.0,SC,IND,Balloon,1182,11,1193,0.56,245514.0,7,ASHOKE KUMAR DAS
WEST BENGAL,91,CHAKDAHA,MALE,42.0,SC,BSP,Elephant,976,19,995,0.47,245514.0,8,ARUN MAJUMDAR
WEST BENGAL,91,CHAKDAHA,MALE,37.0,GENERAL,IND,Binoculars,465,3,468,0.22,245514.0,9,BHOWMICK KOUSHIK
TURN OUT,,,,,TOTAL:,,,208591,3473,212064,86.38,,,
WEST BENGAL,92,KALYANI,MALE,48.0,SC,BJP,Lotus,95995,1031,97026,44.04,257683.0,1,AMBIKA ROY
WEST BENGAL,92,KALYANI,MALE,37.0,SC,AITC,Flowers and Grass,93421,1399,94820,43.03,257683.0,2,ANIRUDDHA BISWAS
WEST BENGAL,92,KALYANI,MALE,32.0,SC,CPI(M),"Hammer, Sickle and Star",21562,603,22165,10.06,257683.0,3,SABUJ DAS
WEST BENGAL,92,KALYANI,,,,NOTA,NOTA,2556,21,2577,1.17,257683.0,4,NOTA
WEST BENGAL,92,KALYANI,MALE,37.0,SC,BSP,Elephant,1631,30,1661,0.75,257683.0,5,GOUTAM MALO
WEST BENGAL,92,KALYANI,MALE,35.0,SC,IND,Bat,955,2,957,0.43,257683.0,6,AMIT KUMAR DAS
WEST BENGAL,92,KALYANI,MALE,26.0,SC,PDS,Football,669,4,673,0.31,257683.0,7,SANGRAM BISWAS
WEST BENGAL,92,KALYANI,MALE,26.0,SC,IND,Batsman,456,3,459,0.21,257683.0,8,AGNIV HIRA
TURN OUT,,,,,TOTAL:,,,217245,3093,220338,85.51,,,
WEST BENGAL,93,HARINGHATA,MALE,60.0,SC,BJP,Lotus,96970,696,97666,46.31,240606.0,1,ASIM KUMAR SARKAR
WEST BENGAL,93,HARINGHATA,FEMALE,62.0,SC,AITC,Flowers and Grass,81686,780,82466,39.11,240606.0,2,NILIMA NAG (MALLICK)
WEST BENGAL,93,HARINGHATA,MALE,57.0,SC,CPI(M),"Hammer, Sickle and Star",24635,165,24800,11.76,240606.0,3,ALAKESH DAS
WEST BENGAL,93,HARINGHATA,,,,NOTA,NOTA,1420,7,1427,0.68,240606.0,4,NOTA
WEST BENGAL,93,HARINGHATA,MALE,28.0,SC,IND,Balloon,1154,2,1156,0.55,240606.0,5,NAYAN HALDER
WEST BENGAL,93,HARINGHATA,MALE,42.0,SC,BSP,Elephant,1153,0,1153,0.55,240606.0,6,SAMIR BISWAS
WEST BENGAL,93,HARINGHATA,MALE,34.0,SC,IND,Pineapple,980,0,980,0.46,240606.0,7,SHIBU DAS
WEST BENGAL,93,HARINGHATA,MALE,53.0,SC,PMPT,Batsman,444,2,446,0.21,240606.0,8,HARISH CHANDRA BISWAS
WEST BENGAL,93,HARINGHATA,MALE,42.0,SC,SUCI,Battery torch,403,1,404,0.19,240606.0,9,BIPLAB CHANDRA DAS
WEST BENGAL,93,HARINGHATA,MALE,60.0,SC,PDS,Football,376,0,376,0.18,240606.0,10,MADHAB BISWAS
TURN OUT,,,,,TOTAL:,,,209221,1653,210874,87.64,,,
WEST BENGAL,94,BAGDA,MALE,54.0,SC,BJP,Lotus,107242,869,108111,49.41,277464.0,1,BISWAJIT DAS
WEST BENGAL,94,BAGDA,MALE,57.0,SC,AITC,Flowers and Grass,97335,984,98319,44.94,277464.0,2,PARITOSH KUMAR SAHA
WEST BENGAL,94,BAGDA,MALE,43.0,SC,INC,Hand,8099,151,8250,3.77,277464.0,3,KIRTTANIYA PRABIR (BAPI)
WEST BENGAL,94,BAGDA,MALE,47.0,SC,BSP,Elephant,2229,11,2240,1.02,277464.0,4,SANTOSH BISWAS
WEST BENGAL,94,BAGDA,,,,NOTA,NOTA,1012,8,1020,0.47,277464.0,5,NOTA
WEST BENGAL,94,BAGDA,MALE,53.0,SC,IND,Pen Stand,848,3,851,0.39,277464.0,6,PRADIP KUMAR BISWAS
TURN OUT,,,,,TOTAL:,,,216765,2026,218791,78.85,,,
WEST BENGAL,95,BANGAON UTTAR,MALE,47.0,SC,BJP,Lotus,96676,1085,97761,47.65,251387.0,1,ASHOK KIRTANIA
WEST BENGAL,95,BANGAON UTTAR,MALE,68.0,SC,AITC,Flowers and Grass,86403,870,87273,42.54,251387.0,2,SHYAMAL ROY
WEST BENGAL,95,BANGAON UTTAR,MALE,48.0,SC,CPI(M),"Hammer, Sickle and Star",13780,271,14051,6.85,251387.0,3,PIJUSH KANTI SAHA
WEST BENGAL,95,BANGAON UTTAR,,,,NOTA,NOTA,1818,15,1833,0.89,251387.0,4,NOTA
WEST BENGAL,95,BANGAON UTTAR,MALE,27.0,SC,IND,Dish Antenna,1478,2,1480,0.72,251387.0,5,DINESH DAS
WEST BENGAL,95,BANGAON UTTAR,FEMALE,63.0,SC,BSP,Elephant,1078,4,1082,0.53,251387.0,6,SUNITI MALLICK
WEST BENGAL,95,BANGAON UTTAR,MALE,50.0,SC,IND,Pen Stand,578,2,580,0.28,251387.0,7,SUBHASIS BISWAS
WEST BENGAL,95,BANGAON UTTAR,FEMALE,25.0,SC,AMB,Football,423,2,425,0.21,251387.0,8,ARPITA MONDAL
WEST BENGAL,95,BANGAON UTTAR,MALE,66.0,SC,IND,Bat,320,1,321,0.16,251387.0,9,ARABINDA BISWAS
WEST BENGAL,95,BANGAON UTTAR,MALE,47.0,SC,SUCI,Battery torch,226,2,228,0.11,251387.0,10,SHYAMSUNDAR HALDAR
WEST BENGAL,95,BANGAON UTTAR,MALE,47.0,SC,BMUP,Cot,140,1,141,0.07,251387.0,11,SUBRATA BISWAS
TURN OUT,,,,,TOTAL:,,,202920,2255,205175,81.62,,,
WEST BENGAL,96,BANGAON DAKSHIN,MALE,39.0,SC,BJP,Lotus,96862,966,97828,47.07,248278.0,1,SWAPAN MAJUMDER
WEST BENGAL,96,BANGAON DAKSHIN,FEMALE,52.0,SC,AITC,Flowers and Grass,94889,935,95824,46.11,248278.0,2,ALO RANI SARKAR
WEST BENGAL,96,BANGAON DAKSHIN,MALE,47.0,SC,CPI(M),"Hammer, Sickle and Star",9894,175,10069,4.84,248278.0,3,TAPAS KUMAR BISWAS
WEST BENGAL,96,BANGAON DAKSHIN,,,,NOTA,NOTA,1529,13,1542,0.74,248278.0,4,NOTA
WEST BENGAL,96,BANGAON DAKSHIN,MALE,56.0,SC,SUCI,Battery torch,947,6,953,0.46,248278.0,5,RABINDRA NATH BARAI
WEST BENGAL,96,BANGAON DAKSHIN,MALE,42.0,SC,BSP,Elephant,818,2,820,0.39,248278.0,6,PRADIP KUMAR SARKAR
WEST BENGAL,96,BANGAON DAKSHIN,MALE,47.0,SC,IND,Hand Cart,461,1,462,0.22,248278.0,7,ALOKE BAIN
WEST BENGAL,96,BANGAON DAKSHIN,MALE,54.0,SC,IND,Laptop,332,4,336,0.16,248278.0,8,SUSHANTA KUMAR SARKAR
TURN OUT,,,,,TOTAL:,,,205732,2102,207834,83.71,,,
WEST BENGAL,97,GAIGHATA,MALE,41.0,SC,BJP,Lotus,99753,1055,100808,47.27,252053.0,1,SUBRATA THAKUR
WEST BENGAL,97,GAIGHATA,MALE,48.0,SC,AITC,Flowers and Grass,90150,1080,91230,42.78,252053.0,2,NAROTTAM BISWAS
WEST BENGAL,97,GAIGHATA,MALE,64.0,SC,CPI,Ears of Corn And Sickle,14576,262,14838,6.96,252053.0,3,KAPIL KRISHNA THAKUR
WEST BENGAL,97,GAIGHATA,MALE,37.0,SC,IND,Stethoscope,1521,5,1526,0.72,252053.0,4,DR. SAJAL BISWAS
WEST BENGAL,97,GAIGHATA,,,,NOTA,NOTA,1399,10,1409,0.66,252053.0,5,NOTA
WEST BENGAL,97,GAIGHATA,FEMALE,40.0,SC,BSP,Elephant,1378,7,1385,0.65,252053.0,6,BEAUTY SARKAR
WEST BENGAL,97,GAIGHATA,FEMALE,49.0,SC,SUCI,Battery Torch,808,6,814,0.38,252053.0,7,NANIBALA BISWAS (DAS)
WEST BENGAL,97,GAIGHATA,MALE,43.0,SC,IND,Pineapple,685,1,686,0.32,252053.0,8,TUSHAR KANTI HALDER
WEST BENGAL,97,GAIGHATA,MALE,33.0,SC,IND,Helmet,545,2,547,0.26,252053.0,9,BISWAJIT ROY
TURN OUT,,,,,TOTAL:,,,210815,2428,213243,84.6,,,
WEST BENGAL,98,SWARUPNAGAR,FEMALE,45.0,SC,AITC,Flowers and Grass,99438,346,99784,47.11,246109.0,1,BINA MONDAL
WEST BENGAL,98,SWARUPNAGAR,MALE,30.0,SC,BJP,Lotus,64666,318,64984,30.68,246109.0,2,BRINDABAN SARKAR
WEST BENGAL,98,SWARUPNAGAR,MALE,36.0,SC,CPI(M),"Hammer, Sickle and Star",43164,118,43282,20.43,246109.0,3,BISWAJIT MANDAL
WEST BENGAL,98,SWARUPNAGAR,,,,NOTA,NOTA,1254,2,1256,0.59,246109.0,4,NOTA
WEST BENGAL,98,SWARUPNAGAR,MALE,29.0,SC,IND,Batsman,923,0,923,0.44,246109.0,5,MRINMOY MONDAL
WEST BENGAL,98,SWARUPNAGAR,MALE,57.0,SC,SUCI,Battery torch,820,1,821,0.39,246109.0,6,DEBABRATA BISWAS
WEST BENGAL,98,SWARUPNAGAR,MALE,31.0,SC,IND,COCONUT FARM,753,1,754,0.36,246109.0,7,PRABIR SARKAR
TURN OUT,,,,,TOTAL:,,,211018,786,211804,86.06,,,
WEST BENGAL,99,BADURIA,MALE,53.0,GENERAL,AITC,Flowers and Grass,109200,501,109701,51.53,243747.0,1,ABDUR RAHIM QUAZI
WEST BENGAL,99,BADURIA,MALE,37.0,GENERAL,BJP,Lotus,52930,327,53257,25.02,243747.0,2,SUKALYAN BAIDYA
WEST BENGAL,99,BADURIA,MALE,52.0,GENERAL,INC,Hand,45095,136,45231,21.25,243747.0,3,ABDUS SATTAR
WEST BENGAL,99,BADURIA,,,,NOTA,NOTA,1952,1,1953,0.92,243747.0,4,NOTA
WEST BENGAL,99,BADURIA,MALE,56.0,SC,BSP,Elephant,1268,10,1278,0.6,243747.0,5,GOPAL DAS
WEST BENGAL,99,BADURIA,MALE,39.0,GENERAL,IND,Football,844,0,844,0.4,243747.0,6,SAFIKUL ISLAM DAFADAR
WEST BENGAL,99,BADURIA,MALE,61.0,GENERAL,SUCI,Battery torch,616,3,619,0.29,243747.0,7,NITAI KRISHNA PAL
TURN OUT,,,,,TOTAL:,,,211905,978,212883,87.34,,,
WEST BENGAL,100,HABRA,MALE,63.0,GENERAL,AITC,Flowers and Grass,89860,673,90533,44.34,242425.0,1,JYOTI PRIYA MALLICK
WEST BENGAL,100,HABRA,MALE,57.0,GENERAL,BJP,Lotus,86208,484,86692,42.46,242425.0,2,RAHUL (BISWAJIT) SINHA
WEST BENGAL,100,HABRA,MALE,53.0,SC,CPI(M),"Hammer, Sickle and Star",21781,213,21994,10.77,242425.0,3,RIJINANDAN BISWAS
WEST BENGAL,100,HABRA,,,,NOTA,NOTA,1276,14,1290,0.63,242425.0,4,NOTA
WEST BENGAL,100,HABRA,MALE,48.0,SC,BSP,Elephant,1120,5,1125,0.55,242425.0,5,SANTOSH BISWAS
WEST BENGAL,100,HABRA,MALE,42.0,GENERAL,IND,Pen Nib with Seven Rays,1113,2,1115,0.55,242425.0,6,AMAR KRISHNA MANDAL
