state_ut_name,ac_no,ac_name,sex,age,category,party,symbol,general,postal,total,pct_votes_polled,total_electors,candidate_no,candidate_name
WEST BENGAL,142,MAGRAHAT PASCHIM,MALE,49.0,GENERAL,IND,Gas Cylinder,606,1,607,0.31,229437.0,8,SAMSUL HUDA LASKAR
WEST BENGAL,142,MAGRAHAT PASCHIM,MALE,34.0,GENERAL,IND,Football Player,528,10,538,0.28,229437.0,9,HAJI MURSID UDDIN SEKH
WEST BENGAL,142,MAGRAHAT PASCHIM,MALE,69.0,SC,PDS,Football,511,1,512,0.26,229437.0,10,HARAN BISWAS
WEST BENGAL,142,MAGRAHAT PASCHIM,MALE,35.0,SC,IND,Cake,206,3,209,0.11,229437.0,11,PALASH HALDER
TURN OUT,,,,,TOTAL:,,,192692,1590,194282,84.68,,,
WEST BENGAL,143,DIAMOND HARBOUR,MALE,70.0,GENERAL,AITC,Flowers and Grass,98032,446,98478,43.69,255132.0,1,PANNALAL HALDER
WEST BENGAL,143,DIAMOND HARBOUR,MALE,55.0,GENERAL,BJP,Lotus,81098,384,81482,36.15,255132.0,2,DIPAK KUMAR HALDER
WEST BENGAL,143,DIAMOND HARBOUR,MALE,30.0,GENERAL,CPI(M),"Hammer, Sickle and Star",38612,107,38719,17.18,255132.0,3,PRATIK UR RAHAMAN
WEST BENGAL,143,DIAMOND HARBOUR,MALE,42.0,GENERAL,IND,CAN,1585,0,1585,0.7,255132.0,4,SAFIULLA KHAN
WEST BENGAL,143,DIAMOND HARBOUR,,,,NOTA,NOTA,1446,3,1449,0.64,255132.0,5,NOTA
WEST BENGAL,143,DIAMOND HARBOUR,MALE,58.0,GENERAL,BSP,Elephant,1086,2,1088,0.48,255132.0,6,GOLAM ALI SEKH
WEST BENGAL,143,DIAMOND HARBOUR,MALE,57.0,GENERAL,IND,Tube light,800,0,800,0.35,255132.0,7,SWAPAN MONDAL
WEST BENGAL,143,DIAMOND HARBOUR,MALE,40.0,GENERAL,IND,Helicopter,750,4,754,0.33,255132.0,8,LATAB UDDIN MOLLA
WEST BENGAL,143,DIAMOND HARBOUR,FEMALE,37.0,GENERAL,SUCI,Battery torch,469,0,469,0.21,255132.0,9,MONARAMA HALDER
WEST BENGAL,143,DIAMOND HARBOUR,MALE,27.0,SC,IND,BUCKET,234,0,234,0.1,255132.0,10,BISWAJIT SARDAR
WEST BENGAL,143,DIAMOND HARBOUR,MALE,55.0,SC,RPI(A),Apple,174,0,174,0.08,255132.0,11,SACHINDRA NATH HALDER
WEST BENGAL,143,DIAMOND HARBOUR,MALE,32.0,SC,IND,Balloon,164,1,165,0.07,255132.0,12,KISHOR KUMAR MONDAL
TURN OUT,,,,,TOTAL:,,,224450,947,225397,88.35,,,
WEST BENGAL,144,FALTA,MALE,68.0,GENERAL,AITC,Flowers and Grass,116077,1102,117179,56.35,236768.0,1,SANKAR KUMAR NASKAR
WEST BENGAL,144,FALTA,MALE,40.0,SC,BJP,Lotus,76033,372,76405,36.75,236768.0,2,BIDHAN PARUI
WEST BENGAL,144,FALTA,MALE,59.0,GENERAL,INC,Hand,7413,39,7452,3.58,236768.0,3,ABDUR RAZZAK MOLLA
WEST BENGAL,144,FALTA,MALE,37.0,GENERAL,IND,Batsman,1674,3,1677,0.81,236768.0,4,M. RAQUIBUL HASAN MALLICK
WEST BENGAL,144,FALTA,,,,NOTA,NOTA,1180,5,1185,0.57,236768.0,5,NOTA
WEST BENGAL,144,FALTA,MALE,46.0,GENERAL,IND,Hat,1177,6,1183,0.57,236768.0,6,JULFIKAR SHAIK
WEST BENGAL,144,FALTA,MALE,34.0,SC,IND,DIAMOND,1019,7,1026,0.49,236768.0,7,SANTOSH SAMANTA
WEST BENGAL,144,FALTA,MALE,76.0,GENERAL,BSP,Elephant,772,4,776,0.37,236768.0,8,ATAL KUMAR PURKAIT
WEST BENGAL,144,FALTA,MALE,25.0,SC,IND,Iron,407,4,411,0.2,236768.0,9,SOMNATH MONDAL
WEST BENGAL,144,FALTA,MALE,39.0,GENERAL,IND,Cot,364,1,365,0.18,236768.0,10,MILAN DHUM
WEST BENGAL,144,FALTA,MALE,26.0,GENERAL,IND,Brick,272,1,273,0.13,236768.0,11,DEEPAK RAM
TURN OUT,,,,,TOTAL:,,,206388,1544,207932,87.82,,,
WEST BENGAL,145,SATGACHHIA,MALE,60.0,SC,AITC,Flowers and Grass,117974,661,118635,50.37,270193.0,1,MOHAN CHANDRA NASKAR
WEST BENGAL,145,SATGACHHIA,MALE,64.0,GENERAL,BJP,Lotus,94927,390,95317,40.47,270193.0,2,CHANDAN PAL
WEST BENGAL,145,SATGACHHIA,MALE,57.0,GENERAL,CPI(M),"Hammer, Sickle and Star",16134,86,16220,6.89,270193.0,3,GOUTAM PAL
WEST BENGAL,145,SATGACHHIA,MALE,61.0,GENERAL,SUCI,Battery torch,1622,3,1625,0.69,270193.0,4,SK RABIYAL
WEST BENGAL,145,SATGACHHIA,MALE,38.0,GENERAL,BSP,Elephant,1377,2,1379,0.59,270193.0,5,SANJAY KUMAR SAH
WEST BENGAL,145,SATGACHHIA,,,,NOTA,NOTA,1374,3,1377,0.58,270193.0,6,NOTA
WEST BENGAL,145,SATGACHHIA,MALE,53.0,GENERAL,IND,Football,990,3,993,0.42,270193.0,7,DEBAJYOTI BASU
TURN OUT,,,,,TOTAL:,,,234398,1148,235546,87.18,,,
WEST BENGAL,146,BISHNUPUR,MALE,54.0,SC,AITC,Flowers and Grass,135620,889,136509,57.46,278650.0,1,DILIP MONDAL
WEST BENGAL,146,BISHNUPUR,MALE,42.0,SC,BJP,Lotus,77379,298,77677,32.7,278650.0,2,AGNISWAR NASKAR
WEST BENGAL,146,BISHNUPUR,FEMALE,43.0,SC,CPI(M),"Hammer, Sickle and Star",17866,129,17995,7.57,278650.0,3,JHUMA KAYAL
WEST BENGAL,146,BISHNUPUR,MALE,44.0,SC,BSP,Elephant,2697,12,2709,1.14,278650.0,4,RABINDRANATH RANJAN
WEST BENGAL,146,BISHNUPUR,,,,NOTA,NOTA,1861,2,1863,0.78,278650.0,5,NOTA
WEST BENGAL,146,BISHNUPUR,MALE,39.0,SC,IND,Football,815,2,817,0.34,278650.0,6,UTTAM NASKAR
TURN OUT,,,,,TOTAL:,,,236238,1332,237570,85.26,,,
WEST BENGAL,147,SONARPUR DAKSHIN,FEMALE,30.0,GENERAL,AITC,Flowers and Grass,108408,814,109222,46.92,288263.0,1,ARUNDHUTI MAITRA (LOVELY)
WEST BENGAL,147,SONARPUR DAKSHIN,FEMALE,49.0,GENERAL,BJP,Lotus,82518,523,83041,35.67,288263.0,2,ANJANA BASU
WEST BENGAL,147,SONARPUR DAKSHIN,MALE,31.0,GENERAL,CPI,Ears of Corn And Sickle,31467,311,31778,13.65,288263.0,3,SHUVAM BANERJEE
WEST BENGAL,147,SONARPUR DAKSHIN,,,,NOTA,NOTA,2541,9,2550,1.1,288263.0,4,NOTA
WEST BENGAL,147,SONARPUR DAKSHIN,FEMALE,25.0,GENERAL,IND,Brick,1901,6,1907,0.82,288263.0,5,SHAMPA DAS
WEST BENGAL,147,SONARPUR DAKSHIN,MALE,61.0,SC,BSP,Elephant,1099,11,1110,0.48,288263.0,6,BIMAL KRISHNA MANDAL
WEST BENGAL,147,SONARPUR DAKSHIN,MALE,53.0,SC,IND,CCTV Camera,600,1,601,0.26,288263.0,7,DILIP KUMAR ROY
WEST BENGAL,147,SONARPUR DAKSHIN,MALE,36.0,GENERAL,IND,BOX,501,1,502,0.22,288263.0,8,RANGALAL BARIK
WEST BENGAL,147,SONARPUR DAKSHIN,MALE,55.0,SC,IND,Gas Cylinder,500,0,500,0.21,288263.0,9,PROVASH MONDAL
WEST BENGAL,147,SONARPUR DAKSHIN,MALE,63.0,SC,SUCI,Battery torch,436,5,441,0.19,288263.0,10,DIBAKAR HALDER
WEST BENGAL,147,SONARPUR DAKSHIN,FEMALE,30.0,GENERAL,RTORP,Pressure Cooker,369,3,372,0.16,288263.0,11,TRAYEE PRADHAN
WEST BENGAL,147,SONARPUR DAKSHIN,MALE,43.0,GENERAL,IND,Chappals,315,1,316,0.14,288263.0,12,UTTAM SAMUL
WEST BENGAL,147,SONARPUR DAKSHIN,MALE,55.0,SC,IND,Bat,194,1,195,0.08,288263.0,13,ARUN SARKAR
WEST BENGAL,147,SONARPUR DAKSHIN,MALE,36.0,GENERAL,AMB,CALCULATOR,144,2,146,0.06,288263.0,14,SANJAY ROY
WEST BENGAL,147,SONARPUR DAKSHIN,MALE,63.0,GENERAL,BMUP,Cot,124,2,126,0.05,288263.0,15,DEBASHIS RAKSHIT
TURN OUT,,,,,TOTAL:,,,231117,1690,232807,80.76,,,
WEST BENGAL,148,BHANGAR,MALE,28.0,GENERAL,RSSCMJP,Envelope,109063,174,109237,45.1,271897.0,1,MD. NAWSAD SIDDIQUE
WEST BENGAL,148,BHANGAR,MALE,56.0,GENERAL,AITC,Flowers and Grass,82850,236,83086,34.31,271897.0,2,KARIM REZAUL
WEST BENGAL,148,BHANGAR,FEMALE,29.0,GENERAL,BJP,Lotus,38636,90,38726,15.99,271897.0,3,SOUMI HATI
WEST BENGAL,148,BHANGAR,MALE,41.0,GENERAL,CPIM,Tractor Chalata Kisan,4925,5,4930,2.04,271897.0,4,MIRJA HASAN
WEST BENGAL,148,BHANGAR,,,,NOTA,NOTA,3243,0,3243,1.34,271897.0,5,NOTA
WEST BENGAL,148,BHANGAR,MALE,30.0,GENERAL,IND,Brick,1301,2,1303,0.54,271897.0,6,NOUSHAR ALI MOLLA
WEST BENGAL,148,BHANGAR,MALE,70.0,GENERAL,SUCI,Battery torch,933,4,937,0.39,271897.0,7,TAPAN GHOSH
WEST BENGAL,148,BHANGAR,MALE,28.0,GENERAL,IND,Cauliflower,720,3,723,0.3,271897.0,8,ISMAIL MOLLA
TURN OUT,,,,,TOTAL:,,,241671,514,242185,89.07,,,
WEST BENGAL,149,KASBA,MALE,64.0,GENERAL,AITC,Flowers and Grass,120957,415,121372,54.39,306266.0,1,AHMED JAVED KHAN
WEST BENGAL,149,KASBA,MALE,32.0,GENERAL,BJP,Lotus,57559,191,57750,25.88,306266.0,2,DR. INDRANIL KHAN
WEST BENGAL,149,KASBA,MALE,35.0,GENERAL,CPI(M),"Hammer, Sickle and Star",38971,209,39180,17.56,306266.0,3,SHATARUP GHOSH
WEST BENGAL,149,KASBA,,,,NOTA,NOTA,2465,11,2476,1.11,306266.0,4,NOTA
WEST BENGAL,149,KASBA,FEMALE,54.0,GENERAL,SUCI,Battery torch,671,2,673,0.3,306266.0,5,SHAMPA SARKAR
WEST BENGAL,149,KASBA,MALE,57.0,GENERAL,IND,Helicopter,502,1,503,0.23,306266.0,6,UMESH KR. SINGH
WEST BENGAL,149,KASBA,MALE,49.0,GENERAL,IND,Gas Stove,429,1,430,0.19,306266.0,7,TUSHAN MUKHERJEE
WEST BENGAL,149,KASBA,MALE,53.0,GENERAL,IND,DIAMOND,307,3,310,0.14,306266.0,8,INDRANIL MITRA
WEST BENGAL,149,KASBA,MALE,39.0,GENERAL,IND,Football,264,2,266,0.12,306266.0,9,GOUTAM DAS
WEST BENGAL,149,KASBA,MALE,53.0,GENERAL,IND,Whistle,194,0,194,0.09,306266.0,10,ARUNANSU KUMAR SARKAR
TURN OUT,,,,,TOTAL:,,,222319,835,223154,72.86,,,
WEST BENGAL,150,JADAVPUR,MALE,56.0,GENERAL,AITC,Flowers and Grass,97152,948,98100,45.54,299818.0,1,DEBABRATA MAJUMDAR (MALAY)
WEST BENGAL,150,JADAVPUR,MALE,62.0,GENERAL,CPI(M),"Hammer, Sickle and Star",58666,565,59231,27.5,299818.0,2,DR. SUJAN CHAKRABORTY
WEST BENGAL,150,JADAVPUR,FEMALE,36.0,GENERAL,BJP,Lotus,52795,344,53139,24.67,299818.0,3,RINKU NASKAR
WEST BENGAL,150,JADAVPUR,,,,NOTA,NOTA,2713,17,2730,1.27,299818.0,4,NOTA
WEST BENGAL,150,JADAVPUR,MALE,33.0,SC,BSP,Elephant,639,10,649,0.3,299818.0,5,SUJOY NASKAR
WEST BENGAL,150,JADAVPUR,FEMALE,26.0,GENERAL,IND,Letter Box,398,2,400,0.19,299818.0,6,MEGHA CHATTERJEE
WEST BENGAL,150,JADAVPUR,FEMALE,62.0,GENERAL,PDS,Football,380,5,385,0.18,299818.0,7,MONALISA GUPTA (DEBROY)
WEST BENGAL,150,JADAVPUR,MALE,26.0,SC,IND,Hour Glass,255,0,255,0.12,299818.0,8,MISTOO DAS
WEST BENGAL,150,JADAVPUR,MALE,67.0,GENERAL,IND,Boat with Man and Sail,225,4,229,0.11,299818.0,9,NRIPENDRA KRISHNA ROY
WEST BENGAL,150,JADAVPUR,MALE,26.0,SC,IND,BUCKET,106,4,110,0.05,299818.0,10,TANUJIT DAS
WEST BENGAL,150,JADAVPUR,MALE,32.0,GENERAL,IND,Brief Case,100,0,100,0.05,299818.0,11,ATANU CHATTERJEE
WEST BENGAL,150,JADAVPUR,MALE,54.0,GENERAL,IND,BOX,86,5,91,0.04,299818.0,12,ASHUTOSH DEY
TURN OUT,,,,,TOTAL:,,,213515,1904,215419,71.85,,,
WEST BENGAL,151,SONARPUR UTTAR,FEMALE,42.0,GENERAL,AITC,Flowers and Grass,119272,685,119957,49.88,300330.0,1,FIRDOUSI BEGUM
WEST BENGAL,151,SONARPUR UTTAR,MALE,38.0,SC,BJP,Lotus,83523,344,83867,34.87,300330.0,2,RANJAN BAIDYA
WEST BENGAL,151,SONARPUR UTTAR,FEMALE,39.0,GENERAL,CPI(M),"Hammer, Sickle and Star",29152,248,29400,12.22,300330.0,3,MONALISA SINHA
WEST BENGAL,151,SONARPUR UTTAR,,,,NOTA,NOTA,2105,9,2114,0.88,300330.0,4,NOTA
WEST BENGAL,151,SONARPUR UTTAR,MALE,62.0,GENERAL,IND,BELT,1520,1,1521,0.63,300330.0,5,SAMIR BHATTACHARYA
WEST BENGAL,151,SONARPUR UTTAR,MALE,36.0,SC,BSP,Elephant,1351,5,1356,0.56,300330.0,6,AJIT BAUL
WEST BENGAL,151,SONARPUR UTTAR,MALE,64.0,SC,IND,Cauliflower,990,3,993,0.41,300330.0,7,NEPAL CHANDRA NASKAR
WEST BENGAL,151,SONARPUR UTTAR,MALE,60.0,SC,IND,Water Melon,704,4,708,0.29,300330.0,8,DULAL DAS
WEST BENGAL,151,SONARPUR UTTAR,MALE,47.0,ST,IND,Bicycle Pump,576,3,579,0.24,300330.0,9,BINANDA SING
TURN OUT,,,,,TOTAL:,,,239193,1302,240495,80.08,,,
WEST BENGAL,152,TOLLYGANJ,MALE,57.0,GENERAL,AITC,Flowers and Grass,100491,949,101440,51.4,269713.0,1,AROOP BISWAS
WEST BENGAL,152,TOLLYGANJ,MALE,50.0,GENERAL,BJP,Lotus,51064,296,51360,26.02,269713.0,2,BABUL SUPRIYO
WEST BENGAL,152,TOLLYGANJ,MALE,49.0,GENERAL,CPI(M),"Hammer, Sickle and Star",40260,337,40597,20.57,269713.0,3,DEBDUT GHOSH
WEST BENGAL,152,TOLLYGANJ,,,,NOTA,NOTA,2297,13,2310,1.17,269713.0,4,NOTA
WEST BENGAL,152,TOLLYGANJ,MALE,45.0,GENERAL,SUCI,Battery torch,451,3,454,0.23,269713.0,5,DEBABRATA BERA
WEST BENGAL,152,TOLLYGANJ,MALE,40.0,GENERAL,IND,Brick,302,1,303,0.15,269713.0,6,SUDIPTA SOM
WEST BENGAL,152,TOLLYGANJ,MALE,66.0,GENERAL,IND,Pen Drive,195,0,195,0.1,269713.0,7,SAMAR KUMAR BISWAS
WEST BENGAL,152,TOLLYGANJ,MALE,29.0,GENERAL,IND,Bat,145,3,148,0.07,269713.0,8,SUBHODEEP DAS
WEST BENGAL,152,TOLLYGANJ,FEMALE,50.0,GENERAL,IND,CUBE,128,5,133,0.07,269713.0,9,ANINDITA BASU
WEST BENGAL,152,TOLLYGANJ,MALE,50.0,GENERAL,IND,COMPUTER,123,3,126,0.06,269713.0,10,RAJ KUMAR MISHRA
WEST BENGAL,152,TOLLYGANJ,MALE,45.0,SC,IND,Cauliflower,102,1,103,0.05,269713.0,11,RABI MALIK
WEST BENGAL,152,TOLLYGANJ,MALE,41.0,SC,IND,Almirah,101,1,102,0.05,269713.0,12,AVIJIT SARKAR
WEST BENGAL,152,TOLLYGANJ,MALE,54.0,GENERAL,IND,Mike,94,0,94,0.05,269713.0,13,DEBASHIS DAS
TURN OUT,,,,,TOTAL:,,,195753,1612,197365,73.18,,,
WEST BENGAL,153,BEHALA PURBA,FEMALE,49.0,GENERAL,AITC,Flowers and Grass,110294,674,110968,50.01,308285.0,1,RATNA CHATTERJEE
WEST BENGAL,153,BEHALA PURBA,FEMALE,39.0,GENERAL,BJP,Lotus,73137,403,73540,33.15,308285.0,2,PAYEL SARKAR
WEST BENGAL,153,BEHALA PURBA,FEMALE,52.0,GENERAL,CPI(M),"Hammer, Sickle and Star",29945,227,30172,13.6,308285.0,3,SAMITA HAR CHOWDHURY
WEST BENGAL,153,BEHALA PURBA,,,,NOTA,NOTA,2729,106,2835,1.28,308285.0,4,NOTA
WEST BENGAL,153,BEHALA PURBA,FEMALE,55.0,SC,BSP,Elephant,1158,17,1175,0.53,308285.0,5,RINA ROY
WEST BENGAL,153,BEHALA PURBA,FEMALE,40.0,SC,IND,Bread Toaster,1163,4,1167,0.53,308285.0,6,TULSI RANI PRAMANIK
WEST BENGAL,153,BEHALA PURBA,MALE,63.0,GENERAL,SUCI,Battery torch,658,5,663,0.3,308285.0,7,ASHIS KUMAR DANDA
WEST BENGAL,153,BEHALA PURBA,MALE,47.0,GENERAL,IND,BUCKET,398,5,403,0.18,308285.0,8,SUBRATA ROY
WEST BENGAL,153,BEHALA PURBA,MALE,78.0,SC,IND,DIAMOND,269,2,271,0.12,308285.0,9,DR. ARUN KUMAR GIRI
WEST BENGAL,153,BEHALA PURBA,MALE,63.0,GENERAL,IND,HOCKEY and BALL,270,0,270,0.12,308285.0,10,NIKHILESH GHOSH
WEST BENGAL,153,BEHALA PURBA,MALE,46.0,SC,IND,Football,262,3,265,0.12,308285.0,11,BHOLANATH PATRA
WEST BENGAL,153,BEHALA PURBA,MALE,31.0,GENERAL,IND,Window,142,1,143,0.06,308285.0,12,DHIMAN DEBNATH
TURN OUT,,,,,TOTAL:,,,220425,1447,221872,71.97,,,
WEST BENGAL,154,BEHALA PASCHIM,MALE,68.0,GENERAL,AITC,Flowers and Grass,113787,991,114778,49.51,313198.0,1,PARTHA CHATTERJEE
WEST BENGAL,154,BEHALA PASCHIM,FEMALE,33.0,GENERAL,BJP,Lotus,63500,394,63894,27.56,313198.0,2,SRABANTI CHATTERJEE
WEST BENGAL,154,BEHALA PASCHIM,MALE,50.0,SC,CPI(M),"Hammer, Sickle and Star",47156,353,47509,20.49,313198.0,3,NIHAR BHAKTA
WEST BENGAL,154,BEHALA PASCHIM,,,,NOTA,NOTA,2415,18,2433,1.05,313198.0,4,NOTA
WEST BENGAL,154,BEHALA PASCHIM,MALE,46.0,SC,IND,Rubber Stamp,872,1,873,0.38,313198.0,5,SANAT KUMAR BHAKAT
WEST BENGAL,154,BEHALA PASCHIM,MALE,61.0,SC,BSP,Elephant,855,7,862,0.37,313198.0,6,AMAL DHALI
WEST BENGAL,154,BEHALA PASCHIM,MALE,29.0,SC,IND,Football,550,0,550,0.24,313198.0,7,MRIDUL OJHA
WEST BENGAL,154,BEHALA PASCHIM,FEMALE,44.0,GENERAL,IND,Pen Nib with Seven Rays,527,5,532,0.23,313198.0,8,ARUNA RAY
WEST BENGAL,154,BEHALA PASCHIM,MALE,55.0,GENERAL,IND,Gas Cylinder,384,1,385,0.17,313198.0,9,VIJAY KUMAR SINGH
TURN OUT,,,,,TOTAL:,,,230046,1770,231816,74.02,,,
WEST BENGAL,155,MAHESHTALA,MALE,76.0,GENERAL,AITC,Flowers and Grass,123575,433,124008,56.38,271007.0,1,DULAL CHANDRA DAS
WEST BENGAL,155,MAHESHTALA,MALE,56.0,GENERAL,BJP,Lotus,65827,232,66059,30.03,271007.0,2,UMESH DAS
WEST BENGAL,155,MAHESHTALA,MALE,45.0,GENERAL,CPI(M),"Hammer, Sickle and Star",25127,149,25276,11.49,271007.0,3,PRAVAT CHOWDHURY
WEST BENGAL,155,MAHESHTALA,,,,NOTA,NOTA,2043,6,2049,0.93,271007.0,4,NOTA
WEST BENGAL,155,MAHESHTALA,MALE,39.0,GENERAL,IND,Bat,1162,3,1165,0.53,271007.0,5,SUBHENDU BARIK
WEST BENGAL,155,MAHESHTALA,FEMALE,45.0,GENERAL,BSP,Elephant,833,5,838,0.38,271007.0,6,RINA DEBI
WEST BENGAL,155,MAHESHTALA,MALE,50.0,GENERAL,IND,Helicopter,573,1,574,0.26,271007.0,7,DHRUBA KUMAR BOSE
TURN OUT,,,,,TOTAL:,,,219140,829,219969,81.17,,,
WEST BENGAL,156,BUDGE BUDGE,MALE,71.0,GENERAL,AITC,Flowers and Grass,121401,956,122357,56.41,256136.0,1,ASHOK KUMAR DEB
WEST BENGAL,156,BUDGE BUDGE,MALE,60.0,GENERAL,BJP,Lotus,77224,419,77643,35.8,256136.0,2,DR. TARUN KUMAR ADAK
WEST BENGAL,156,BUDGE BUDGE,MALE,41.0,GENERAL,INC,Hand,10687,122,10809,4.98,256136.0,3,SK MUJIBAR RAHAMAN
WEST BENGAL,156,BUDGE BUDGE,,,,NOTA,NOTA,2726,9,2735,1.26,256136.0,4,NOTA
WEST BENGAL,156,BUDGE BUDGE,MALE,49.0,GENERAL,IND,Black Board,1138,5,1143,0.53,256136.0,5,MUKUL CHANDRA JANA
WEST BENGAL,156,BUDGE BUDGE,MALE,49.0,GENERAL,BSP,Elephant,922,10,932,0.43,256136.0,6,BHARAT LAL DAS
WEST BENGAL,156,BUDGE BUDGE,MALE,54.0,GENERAL,SUCI,Battery torch,508,7,515,0.24,256136.0,7,UTTAM PAL
WEST BENGAL,156,BUDGE BUDGE,MALE,55.0,SC,IND,Cup & Saucer,385,2,387,0.18,256136.0,8,BISWAJIT DAS
WEST BENGAL,156,BUDGE BUDGE,MALE,26.0,GENERAL,IND,Football,367,4,371,0.17,256136.0,9,KASHYAP UPADHYAY
TURN OUT,,,,,TOTAL:,,,215358,1534,216892,84.68,,,
WEST BENGAL,157,METIABURUZ,MALE,76.0,GENERAL,AITC,Flowers and Grass,150792,274,151066,76.85,256315.0,1,ABDUL KHALEQUE MOLLA
WEST BENGAL,157,METIABURUZ,MALE,49.0,GENERAL,BJP,Lotus,31357,105,31462,16.0,256315.0,2,RAMJIT PRASAD
WEST BENGAL,157,METIABURUZ,MALE,38.0,GENERAL,RSSCMJP,Envelope,7362,27,7389,3.76,256315.0,3,NURUZAMAN MOLLA
WEST BENGAL,157,METIABURUZ,,,,NOTA,NOTA,3004,4,3008,1.53,256315.0,4,NOTA
WEST BENGAL,157,METIABURUZ,FEMALE,56.0,GENERAL,AMB,Boat with Man and Sail,825,4,829,0.42,256315.0,5,PRANATI PAUL
WEST BENGAL,157,METIABURUZ,MALE,39.0,GENERAL,IND,Walking Stick,731,4,735,0.37,256315.0,6,KRISHNENDU SENGUPTA
WEST BENGAL,157,METIABURUZ,MALE,45.0,GENERAL,BSP,Elephant,607,2,609,0.31,256315.0,7,SAMSAD ALAM
WEST BENGAL,157,METIABURUZ,MALE,40.0,GENERAL,IND,Air Conditioner,495,0,495,0.25,256315.0,8,MD. IMTIYAZ ALAM
WEST BENGAL,157,METIABURUZ,FEMALE,36.0,GENERAL,AIMF,Sewing Machine,404,5,409,0.21,256315.0,9,SABNAM BIBI
WEST BENGAL,157,METIABURUZ,FEMALE,40.0,GENERAL,JSTDVPMTP,Battery torch,308,3,311,0.16,256315.0,10,FIROZA KHATUN
WEST BENGAL,157,METIABURUZ,MALE,68.0,GENERAL,IND,Green Chilli,268,1,269,0.14,256315.0,11,ANWAR RAZA
TURN OUT,,,,,TOTAL:,,,196153,429,196582,76.7,,,
WEST BENGAL,158,KOLKATA PORT,MALE,62.0,GENERAL,AITC,Flowers and Grass,105202,341,105543,69.23,235933.0,1,FIRHAD HAKIM
WEST BENGAL,158,KOLKATA PORT,MALE,68.0,GENERAL,BJP,Lotus,36900,89,36989,24.26,235933.0,2,AWADH KISHORE GUPTA
WEST BENGAL,158,KOLKATA PORT,MALE,52.0,GENERAL,INC,Hand,5559,31,5590,3.67,235933.0,3,MD MUKHTAR
WEST BENGAL,158,KOLKATA PORT,,,,NOTA,NOTA,1355,5,1360,0.89,235933.0,4,NOTA
WEST BENGAL,158,KOLKATA PORT,MALE,51.0,GENERAL,IND,HOCKEY and BALL,1139,0,1139,0.75,235933.0,5,SANJAY DEY
WEST BENGAL,158,KOLKATA PORT,MALE,45.0,GENERAL,BSP,Elephant,745,3,748,0.49,235933.0,6,KHAN SARFARAZ
WEST BENGAL,158,KOLKATA PORT,FEMALE,45.0,GENERAL,IND,Football,427,1,428,0.28,235933.0,7,KALPANA CHOHAN
WEST BENGAL,158,KOLKATA PORT,MALE,44.0,GENERAL,SUCI,Battery torch,180,0,180,0.12,235933.0,8,SK JAYED HOSSAIN
WEST BENGAL,158,KOLKATA PORT,MALE,31.0,GENERAL,JD(U),Arrow,174,1,175,0.11,235933.0,9,MANJAY KUMAR ROY
WEST BENGAL,158,KOLKATA PORT,MALE,48.0,GENERAL,IND,Bat,164,1,165,0.11,235933.0,10,JAY PRAKASH SHAW
WEST BENGAL,158,KOLKATA PORT,MALE,61.0,GENERAL,IND,BOX,126,0,126,0.08,235933.0,11,BISWAJIT HALDER
TURN OUT,,,,,TOTAL:,,,151971,472,152443,64.61,,,
WEST BENGAL,159,BHABANIPUR,MALE,77.0,GENERAL,AITC,Flowers and Grass,73048,457,73505,57.71,206389.0,1,SOBHANDEB CHATTOPADHYAY
WEST BENGAL,159,BHABANIPUR,MALE,47.0,GENERAL,BJP,Lotus,44541,245,44786,35.16,206389.0,2,RUDRANIL GHOSH
WEST BENGAL,159,BHABANIPUR,MALE,35.0,GENERAL,INC,Hand,5159,52,5211,4.09,206389.0,3,MD. SHADAB KHAN
WEST BENGAL,159,BHABANIPUR,,,,NOTA,NOTA,1563,7,1570,1.23,206389.0,4,NOTA
WEST BENGAL,159,BHABANIPUR,FEMALE,34.0,GENERAL,BSP,Elephant,555,9,564,0.44,206389.0,5,ANITA RAJWAR
WEST BENGAL,159,BHABANIPUR,MALE,35.0,SC,IND,Balloon,520,3,523,0.41,206389.0,6,CHANDAN MALLICK
WEST BENGAL,159,BHABANIPUR,MALE,40.0,GENERAL,IND,SHIP,487,1,488,0.38,206389.0,7,ASHRAF ALAM
WEST BENGAL,159,BHABANIPUR,MALE,30.0,SC,IND,Auto- Rickshaw,282,1,283,0.22,206389.0,8,BIKKI RAJAK
WEST BENGAL,159,BHABANIPUR,MALE,60.0,GENERAL,IND,BOX,230,4,234,0.18,206389.0,9,DEEPAK PRASAD SINGH
WEST BENGAL,159,BHABANIPUR,MALE,60.0,GENERAL,IND,Camera,207,5,212,0.17,206389.0,10,NARAYAN DAS
TURN OUT,,,,,TOTAL:,,,126592,784,127376,61.72,,,
WEST BENGAL,160,RASHBEHARI,MALE,61.0,GENERAL,AITC,Flowers and Grass,64838,866,65704,52.79,206013.0,1,DEBASISH KUMAR
WEST BENGAL,160,RASHBEHARI,MALE,63.0,GENERAL,BJP,Lotus,43907,383,44290,35.59,206013.0,2,LT. GEN. (DR.) SUBRATA SAHA
WEST BENGAL,160,RASHBEHARI,MALE,34.0,GENERAL,INC,Hand,10156,158,10314,8.29,206013.0,3,ASHUTOSH CHATTERJEE
WEST BENGAL,160,RASHBEHARI,,,,NOTA,NOTA,1641,21,1662,1.34,206013.0,4,NOTA
